DBID,Date,Animal Type,Species,Alive/Dead,Area,State,Longitude,Latitude,Est/Exact,Length,Width,Weight,Sex,Injured,Injury Desc.,Notes
518,09-01-13,Turtle,Olive Ridley,No Data,"Venice Beach, Venice Beach",California,0,0,No Data,0,0,0,No Data,No Data,,
519,18-09-13,Turtle,Olive Ridley,Fresh Dead,"Bodega Bay Salmon Creek Beach Near Salmon Pt, Bodega Reserve",California,0,0,No Data,0,0,0,No Data,No Data,,
520,29-01-14,Turtle,Olive Ridley,Fresh Dead,Camp Pendleon.  High Tide Line,California,0,0,No Data,0,0,0,No Data,No Data,,
521,30-01-14,Turtle,Olive Ridley,Alive,"Cardiff, North Side Of San Elijon State Park (Tower #19)",California,0,0,No Data,0,0,0,No Data,No Data,,
522,19-10-14,Turtle,Olive Ridley,Moderate Decomposition,South Of The Ma-Le'l Dunes And North Of The Nature Conservancy Interpretive Center.,California,0,0,No Data,0,0,0,No Data,No Data,,
523,14-12-14,Turtle,Olive Ridley,Fresh Dead,Warrenton,Oregon,-123.929,46.173,Estimate,0,0,0,Unknown,No Data,,
524,22-12-14,Turtle,Olive Ridley,Alive,Oysterville,Washington,-124.048,46.547,Estimate,0,0,0,Unknown,No Data,,
525,24-12-14,Turtle,Olive Ridley,Fresh Dead,Warrenton,Oregon,-123.929,46.173,Estimate,0,0,0,No Data,No Data,,
526,29-12-14,Turtle,Olive Ridley,Fresh Dead,Benson Beach,Washington,-124.06,46.368,Estimate,0,0,0,Unknown,No Data,,
527,05-01-15,Turtle,Olive Ridley,Alive,Oysterville,Washington,-124.048,46.547,Estimate,0,0,0,Unknown,No Data,,
528,01-02-15,Turtle,Olive Ridley,Dead,Sand Lake,Oregon,-123.96,45.28,Estimate,0,0,0,Unknown,No Data,,
529,15-09-15,Turtle,Olive Ridley,Moderate Decomposition,City - Carpinteria State Beach,California,0,0,No Data,0,0,0,No Data,No Data,,
530,09-11-15,Turtle,Olive Ridley,Moderate Decomposition,1.5 Miles North Of Huntington Beach Pier,California,0,0,No Data,0,0,0,No Data,No Data,,
531,25-11-15,Turtle,Olive Ridley,Dead,Dungeness Spit,Washington,-123.147,48.175,Estimate,0,0,0,Unknown,No Data,,
532,10-12-15,Turtle,Olive Ridley,Live,Pacific City,Oregon,-123.9687,45.2109,Estimate,0,0,0,Unknown,No Data,,
533,14-12-15,Turtle,Olive Ridley,Live,Cannon Beach,Oregon,-123.96865,45.91075,Estimate,0,0,0,Unknown,No Data,,
534,21-12-15,Turtle,Olive Ridley,Live,Pacific City,Oregon,-123.9687,45.2109,Estimate,0,0,0,Unknown,No Data,,
535,21-12-15,Turtle,Olive Ridley,Live,Seaview Beach Access,Washington,-124.059,46.449,Estimate,0,0,0,Unknown,No Data,,
536,24-12-15,Turtle,Olive Ridley,Live,Oceanside,Washington,-124.06,46.409,Estimate,0,0,0,Unknown,No Data,,
537,27-12-15,Turtle,Olive Ridley,Dead,Westhaven State Park,Washington,-124.1224,46.9046,Estimate,0,0,0,Unknown,No Data,,
538,04-01-16,Turtle,Olive Ridley,Dead,Baker Beach,Washington,0,0,no data,0,0,0,Unknown,No Data,,
539,04-01-16,Turtle,Olive Ridley,Dead,Baker Beach,Washington,0,0,no data,0,0,0,Unknown,No Data,,
540,05-01-16,Turtle,Olive Ridley,Live,Ferndale,California,0,0,no data,0,0,0,Unknown,No Data,,
541,05-11-98,Turtle,Olive Ridley Sea Turtle,Unkown,Gleneden Beach,Oregon,-124.0376,44.88305,Estimate,0,0,0,Unknown,No Data,,
542,08-12-99,Turtle,Olive Ridley Sea Turtle,Unkown,Pacific City,Oregon,-123.9687,45.2109,Estimate,0,0,0,Unknown,No Data,,
543,08-10-01,Turtle,Olive Ridley Sea Turtle,Live,Pacific Beach,Washington,-124.2068,47.2133,Estimate,0,0,0,Unknown,No Data,,
544,06-12-01,Turtle,Olive Ridley Sea Turtle,Unkown,Seaside,Oregon,-123.932,45.9897,Estimate,0,0,0,Unknown,No Data,,
545,14-01-07,Turtle,Olive Ridley Sea Turtle,Dead,Sand Island,Oregon,-124.0242,46.2764,Estimate,0,0,0,Unknown,No Data,,
546,22-11-09,Turtle,Olive Ridley Sea Turtle,Alive,Newport,Oregon,-124.062063,44.647869,Estimate,0,0,0,Unknown,No Data,,
547,25-11-09,Turtle,Olive Ridley Sea Turtle,Alive,Agate Beach,Oregon,-124.063,44.6744,Estimate,0,0,0,Unknown,No Data,,
548,13-11-10,Turtle,Olive Ridley Sea Turtle,Dead,Horsefall Beach,Oregon,-124.2776,43.4525,Estimate,0,0,0,Unknown,No Data,,
549,14-11-10,Turtle,Olive Ridley Sea Turtle,Fresh Dead,North Bend,Oregon,-124.317283,43.38495,Estimate,0,0,0,Unknown,No Data,,
550,17-12-12,Turtle,Olive Ridley Sea Turtle,Alive,Gearheart,Oregon,-123.932,45.998,Estimate,0,0,0,No Data,No Data,,
551,17-12-12,Turtle,Olive Ridley Sea Turtle,Alive,Seaside,Oregon,-123.932,45.9897,Estimate,0,0,0,Unknown,No Data,,
552,18-12-12,Turtle,Olive Ridley Sea Turtle,Dead,Seal Rock,Oregon,-124.081573,44.465578,no data,0,0,0,Male,No Data,,
553,19-12-12,Turtle,Olive Ridley Sea Turtle,Dead,Driftwood Shores State Park,Washington,-122.4743,48.1917,Estimate,0,0,0,Unknown,No Data,,
554,22-12-12,Turtle,Olive Ridley Sea Turtle,Dead,Florence,Oregon,-124.137957,44.013126,Estimate,0,0,0,Male,No Data,,
555,30-09-13,Turtle,Olive Ridley Sea Turtle,Alive,Lincoln City,Oregon,-124.017626,44.969466,Estimate,0,0,0,Female,No Data,,
556,30-09-13,Turtle,Olive Ridley Sea Turtle,Live,D River,Oregon,-124.0183,44.968,Estimate,0,0,0,Unknown,No Data,,
557,03-02-15,Turtle,Olive Ridley Sea Turtle,Fresh Dead,Sandlake,Oregon,-123.964112,45.28618,Estimate,0,0,0,Unknown,No Data,,
558,27-03-15,Turtle,Olive Ridley Sea Turtle,Moderate Decomposition,Seaside,Oregon,-123.9622,45.8239,Estimate,0,0,0,Female,No Data,,
559,10-12-15,Turtle,Olive Ridley Sea Turtle,Alive,Pacific City,Oregon,-123.969548,45.192332,Estimate,0,0,0,Female,No Data,,
560,14-12-15,Turtle,Olive Ridley Sea Turtle,Alive,Cannon Beach,Oregon,-123.962233,45.86514,Estimate,0,0,0,Male,No Data,,
561,21-12-15,Turtle,Olive Ridley Sea Turtle,Alive,Del Rey Beach State Rec. Park,Oregon,-123.932703,46.051887,Estimate,0,0,0,Unknown,No Data,,
562,04-01-16,Turtle,Olive Ridley Sea Turtle,Fresh Dead,Florence,Oregon,-124.125926,44.08198,Estimate,0,0,0,Male,No Data,,
563,25-11-16,Turtle,Olive Ridley Sea Turtle,Alive,Hammond,Oregon,-123.997277,46.204352,Estimate,0,0,0,Male,No Data,,
564,17-12-16,Turtle,Olive Ridley Sea Turtle,Fresh Dead,Cape Lookout State Park,Oregon,-123.967,45.380185,Estimate,0,0,0,Unknown,No Data,,
565,20-10-17,Turtle,Olive Ridley Sea Turtle,Alive,Gleneden Beach,Oregon,-124.029228,44.914653,Estimate,0,0,0,Female,No Data,,
566,18-11-17,Turtle,Olive Ridley Sea Turtle,Fresh Dead,Tierra Del Mar,Oregon,-123.968,45.248612,Estimate,0,0,0,Male,No Data,,
567,12-01-18,Turtle,Olive Ridley Sea Turtle,Moderate Decomposition,Waldport,Oregon,-124.087411,44.396992,Estimate,0,0,0,Male,No Data,,
568,28-01-18,Turtle,Olive Ridley Sea Turtle,Moderate Decomposition,Cape Blanco State Park,Oregon,-124.547,42.8485,Estimate,0,0,0,Female,No Data,,
569,30-10-18,Turtle,Olive Ridley Sea Turtle,Fresh Dead,Lincoln Beach,Oregon,-124.047097,44.852222,Estimate,0,0,0,Male,No Data,,
570,23-11-89,Turtle,Olive Ridley Turtle,Alive,Newport,Oregon,-124.0672,44.6235,Estimate,0,0,0,Unknown,No Data,,
571,25-11-09,Turtle,Pacific Green Sea Turtle,Alive,Seaside,Oregon,-123.9622,45.8239,Estimate,0,0,0,Unknown,No Data,,
572,18-07-12,Turtle,Pacific Green Sea Turtle,Alive,Moolack Beach,Oregon,-124.0629,44.7003,Estimate,0,0,0,Unknown,No Data,,
573,01-10-38,Shark,Salmon Shark,No Data,Seattle,Washington,-122.341,47.608,Estimate,0,0,0,No Data,No Data,,
574,29-03-50,Shark,Salmon Shark,No Data,San Pedro,California,-118.309,33.712,Estimate,75,0,0,No Data,No Data,,
575,31-12-84,Shark,Salmon Shark,No Data,Santa Cruz,California,-121.021,36.963,Estimate,91,0,0,Male,No Data,,
576,01-06-94,Shark,Salmon Shark,No Data,Four Mile Beach,California,-122.122,36.966,Estimate,91,0,0,No Data,No Data,,
577,29-01-95,Shark,Salmon Shark,No Data,Pleasure Point,California,-121.977,36.954,Estimate,91,0,0,No Data,No Data,,
578,29-01-97,Shark,Salmon Shark,No Data,Morro Strand State Beach,California,-120.869,36.364,Estimate,91,0,0,No Data,No Data,,
579,31-01-97,Shark,Salmon Shark,No Data,"Tajiguas Beach, Santa Barbara",California,-120.101,34.464,Estimate,104,0,0,No Data,No Data,,
580,06-02-97,Shark,Salmon Shark,No Data,Cape Mendocino,California,-124.011,39.988,Estimate,122,0,0,No Data,No Data,,
581,10-02-97,Shark,Salmon Shark,No Data,Pismo Beach,California,-120.643,35.141,Estimate,0,0,0,Female,No Data,,
582,16-02-97,Shark,Salmon Shark,No Data,Drakes Bay,California,-122.969,38.023,Estimate,0,0,0,No Data,No Data,,
583,17-02-97,Shark,Salmon Shark,No Data,Moss Landing,California,-121.789,36.806,Estimate,108,0,0,Female,No Data,,
584,28-02-97,Shark,Salmon Shark,No Data,"Miramar Beach, Santa Barbara",California,-119.63,34.419,Estimate,91,0,0,No Data,No Data,,
585,03-03-97,Shark,Salmon Shark,No Data,San Clemente Island,California,-118.495,32.886,Estimate,99,0,0,No Data,No Data,,
586,04-03-97,Shark,Salmon Shark,No Data,Topanga Beach,California,-118.582,34.039,Estimate,99,0,0,Female,No Data,,
587,28-03-97,Shark,Salmon Shark,No Data,Dockweiler State Beach,California,-118.436,33.93,Estimate,120,0,0,Female,No Data,,
588,02-02-99,Shark,Salmon Shark,No Data,Seabright Beach,California,-122.007,36.963,Estimate,100,0,0,Male,No Data,,
589,02-02-99,Shark,Salmon Shark,No Data,Seabright Beach,California,-122.007,36.963,Estimate,95,0,0,Male,No Data,,
590,04-02-99,Shark,Salmon Shark,No Data,La Jolla,California,-117.279,32.845,Estimate,130,0,0,No Data,No Data,,
591,01-04-99,Shark,Salmon Shark,No Data,Carmel Beach,California,-121.929,36.549,Estimate,100,0,0,Female,No Data,,
592,12-09-99,Shark,Salmon Shark,No Data,Asilomar Beach,California,-121.942,36.617,Estimate,100,0,0,No Data,No Data,,
593,07-09-01,Shark,Salmon Shark,No Data,Asilomar Beach,California,-121.942,36.617,Estimate,96,0,0,Female,No Data,,
594,29-07-02,Shark,Salmon Shark,No Data,Golden Gate National Recreational Area,California,-122.536,37.83,Estimate,107,0,0,No Data,No Data,,
595,30-07-02,Shark,Salmon Shark,No Data,Manresa State Beach,California,-121.854,36.919,Estimate,0,0,0,No Data,No Data,,
596,01-08-02,Shark,Salmon Shark,No Data,"Sunset Beach, Seaside",Oregon,-123.945,46.104,Estimate,98,0,0,No Data,No Data,,
597,04-03-03,Shark,Salmon Shark,No Data,Bodega Bay,California,-123.068,38.335,Estimate,120,0,0,Male,No Data,,
598,22-06-03,Shark,Salmon Shark,No Data,Seacliff State Beach,California,-121.917,36.973,Estimate,113,0,0,No Data,No Data,,
599,26-08-03,Shark,Salmon Shark,No Data,"Ocean Beach, San Francisco",California,-122.512,37.768,Estimate,102,0,0,Male,No Data,,
600,19-05-05,Shark,Salmon Shark,No Data,"Casper Beach, Mendocino County",California,-123.82,39.36,Estimate,122,0,0,No Data,No Data,,
601,17-07-05,Shark,Salmon Shark,No Data,"Pacific Rim National Park, Vancouver Island, Bc","British Columbia, Canada",-124.727,48.61,Estimate,0,0,0,No Data,No Data,,
602,17-03-06,Shark,Salmon Shark,No Data,Santa Cruz,California,-121.021,36.963,Estimate,0,0,0,No Data,No Data,,
603,14-08-06,Shark,Salmon Shark,No Data,"Pacific Rim National Park, Vancouver Island, Bc","British Columbia, Canada",-124.727,48.61,Estimate,0,0,0,No Data,No Data,,
604,31-12-06,Shark,Salmon Shark,No Data,Rio Del Mar Beach,California,-121.892,36.959,Estimate,99,0,0,Male,No Data,,
605,25-04-07,Shark,Salmon Shark,No Data,Monterey Bay,California,-121.021,36.963,Estimate,122,0,0,No Data,No Data,,
606,27-06-07,Shark,Salmon Shark,No Data,"Pacific Rim National Park, Vancouver Island, Bc","British Columbia, Canada",-124.727,48.61,Estimate,0,0,0,No Data,No Data,,
607,01-07-07,Shark,Salmon Shark,No Data,Capitola,California,-121.953,36.971,Estimate,0,0,0,Male,No Data,,
608,03-07-07,Shark,Salmon Shark,No Data,Limantour Beach,California,-122.879,36.024,Estimate,77,0,0,Female,No Data,,
609,08-07-07,Shark,Salmon Shark,No Data,Santa Cruz,California,-121.021,36.963,Estimate,83,0,0,No Data,No Data,,
610,18-07-07,Shark,Salmon Shark,No Data,Rockaway Beach,Oregon,-123.9453,45.6199,Estimate,0,0,0,No Data,No Data,,
611,04-08-07,Shark,Salmon Shark,No Data,Carmel,California,-121.939,36.551,Estimate,95,0,0,Female,No Data,,
612,06-08-07,Shark,Salmon Shark,No Data,Arch Cape,Oregon,-123.963,45.828,Estimate,150,0,0,No Data,No Data,,
613,07-08-07,Shark,Salmon Shark,No Data,Capitola Wharf,California,-121.953,36.971,Estimate,104,0,0,Female,No Data,,
614,07-08-07,Shark,Salmon Shark,No Data,Halfmoon Bay,California,-122.445,37.461,Estimate,101,0,0,Male,No Data,,
615,08-08-07,Shark,Salmon Shark,No Data,Shishi Coast,Washington,-124.6799,48.2754,Estimate,0,0,0,No Data,No Data,,
616,15-08-07,Shark,Salmon Shark,No Data,Bandon State Park,Oregon,-124.442,43.049,Estimate,0,0,0,Female,No Data,,
617,15-08-07,Shark,Salmon Shark,No Data,"Bandon Beach, Coos County",Oregon,-124.423,43.09,Estimate,0,0,0,No Data,No Data,,
618,18-08-07,Shark,Salmon Shark,No Data,North Clatsop Beach,Oregon,-123.975,46.163,Estimate,93,0,0,Female,No Data,,
619,21-08-07,Shark,Salmon Shark,No Data,Between South Umpqua Jetty And Ten Mile Creek,Oregon,-124.219,43.606,Estimate,0,0,0,No Data,No Data,,
620,21-08-07,Shark,Salmon Shark,No Data,"Bandon Beach, Coos County",Oregon,-124.442,43.051,Estimate,0,0,0,No Data,No Data,,
621,21-08-07,Shark,Salmon Shark,No Data,"Bandon Beach, Coos County",Oregon,-124.423,43.09,Estimate,0,0,0,Female,No Data,,
622,23-08-07,Shark,Salmon Shark,No Data,"Pacific Rim National Park, Vancouver Island, Bc","British Columbia, Canada",-124.727,48.61,Estimate,0,0,0,No Data,No Data,,
623,23-08-07,Shark,Salmon Shark,No Data,"Salishan Beach, Lincoln City",Oregon,-124.029,44.911,Estimate,100,0,0,Female,No Data,,
624,24-08-07,Shark,Salmon Shark,No Data,Coos County,Oregon,-124.208,43.664,Estimate,91,0,0,No Data,No Data,,
625,03-09-07,Shark,Salmon Shark,No Data,"Whiskey Run Beach, Coos County",Oregon,-124.246,43.221,Estimate,0,0,0,Male,No Data,,
626,12-09-07,Shark,Salmon Shark,No Data,Seaside Beach,Oregon,-123.935,45.993,Estimate,87,0,0,Female,No Data,,
627,18-10-07,Shark,Salmon Shark,No Data,North Clatsop Beach,Oregon,-123.975,46.163,Estimate,107,0,0,Female,No Data,,
628,22-10-07,Shark,Salmon Shark,No Data,Rockaway Beach,Oregon,-123.947,45.612,Estimate,0,0,0,No Data,No Data,,
629,24-11-07,Shark,Salmon Shark,No Data,Monastery Beach,California,-121.927,36.523,Estimate,102,0,0,Female,No Data,,
630,11-12-07,Shark,Salmon Shark,No Data,D River Motel,Oregon,-124.019,44.967,Estimate,60,0,0,No Data,No Data,,
631,05-03-08,Shark,Salmon Shark,No Data,San Onofre,California,-117.591,33.384,Estimate,0,0,0,No Data,No Data,,
632,04-07-08,Shark,Salmon Shark,No Data,Coos County,Oregon,-124.432,43.109,Estimate,0,0,0,No Data,No Data,,
633,25-07-08,Shark,Salmon Shark,No Data,Coos County,Oregon,-124.444,43.067,Estimate,0,0,0,Male,No Data,,
634,01-08-08,Shark,Salmon Shark,No Data,Coos County,Oregon,-124.444,43.067,Estimate,61,0,0,No Data,No Data,,
635,04-08-08,Shark,Salmon Shark,No Data,"Pacific Rim National Park, Vancouver Island, Bc","British Columbia, Canada",-124.727,48.61,Estimate,90,0,0,No Data,No Data,,
636,06-08-08,Shark,Salmon Shark,No Data,Arch Cape,Oregon,-123.942,45.718,Estimate,0,0,0,No Data,No Data,,
637,13-08-08,Shark,Salmon Shark,No Data,Arcadia Beach,Oregon,-123.951,45.844,Estimate,95,0,0,No Data,No Data,,
638,18-08-08,Shark,Salmon Shark,No Data,Gearhart Beach,Oregon,-123.933,46.035,Estimate,0,0,0,No Data,No Data,,
639,21-08-08,Shark,Salmon Shark,No Data,Cannon Beach,Oregon,-123.966,45.889,Estimate,0,0,0,No Data,No Data,,
640,22-08-08,Shark,Salmon Shark,No Data,Seaside,Oregon,-123.935,45.993,Estimate,86,0,0,Male,No Data,,
641,23-08-08,Shark,Salmon Shark,No Data,Seaside,Oregon,-123.935,45.993,Estimate,96,0,0,Female,No Data,,
642,25-08-08,Shark,Salmon Shark,No Data,Lincoln County,Oregon,-124.069,44.6,Estimate,96,0,0,Female,No Data,,
643,25-08-08,Shark,Salmon Shark,No Data,Lincoln County,Oregon,-124.069,44.6,Estimate,96,0,0,Male,No Data,,
644,25-08-08,Shark,Salmon Shark,No Data,Lincoln County,Oregon,-124.069,44.6,Estimate,98,0,0,Male,No Data,,
645,31-08-08,Shark,Salmon Shark,No Data,Arcadia Beach,Oregon,-123.951,45.844,Estimate,95,0,0,No Data,No Data,,
646,31-08-08,Shark,Salmon Shark,No Data,Clatsop County,Oregon,-123.935,46.067,Estimate,127,0,0,Female,No Data,,
647,01-09-08,Shark,Salmon Shark,No Data,Agate Beach,Oregon,-123.9615,45.8461,Estimate,198,0,0,Male,No Data,,
648,04-09-08,Shark,Salmon Shark,No Data,Gearhart Beach,Oregon,-123.933,46.035,Estimate,89,0,0,No Data,No Data,,
649,05-09-08,Shark,Salmon Shark,No Data,Gearhart Beach,Oregon,-123.933,46.035,Estimate,95,0,0,Male,No Data,,
650,05-09-08,Shark,Salmon Shark,No Data,"Mad River Beach, Humboldt County",California,-124.134,40.934,Estimate,0,0,0,No Data,No Data,,
651,11-09-08,Shark,Salmon Shark,No Data,Monterey Bay,California,-121.021,36.963,Estimate,93,0,0,Male,No Data,,
652,12-09-08,Shark,Salmon Shark,No Data,Seaside,Oregon,-123.935,45.993,Estimate,0,0,0,No Data,No Data,,
653,18-09-08,Shark,Salmon Shark,No Data,Delray,Oregon,-123.932,46.052,Estimate,0,0,0,No Data,No Data,,
654,24-09-08,Shark,Salmon Shark,No Data,"Vancouver Isl. U., Bc","British Columbia, Canada",-125.7725,49.3276,Estimate,0,0,0,No Data,No Data,,
655,01-10-08,Shark,Salmon Shark,No Data,North 1 Mile Agate Beach,Oregon,-123.9615,45.8461,Estimate,0,0,0,No Data,No Data,,
656,05-11-08,Shark,Salmon Shark,No Data,Sandlake,Oregon,-123.9616,45.2836,Estimate,92,0,0,No Data,No Data,,
657,12-11-08,Shark,Salmon Shark,No Data,Seaside,Oregon,-123.935,45.993,Estimate,0,0,0,No Data,No Data,,
658,24-11-08,Shark,Salmon Shark,No Data,"Del Monte Beach, Monterey",California,-121.861,36.609,Estimate,86,0,0,Female,No Data,,
659,19-12-08,Shark,Salmon Shark,No Data,Lincoln City,Oregon,-124.069,44.6,Estimate,0,0,0,No Data,No Data,,
660,03-01-09,Shark,Salmon Shark,No Data,Seaside,Oregon,-123.935,45.993,Estimate,0,0,0,No Data,No Data,,
661,31-01-09,Shark,Salmon Shark,No Data,Coos County,Oregon,-124.423,43.081,Estimate,112,0,0,No Data,No Data,,
662,30-04-09,Shark,Salmon Shark,No Data,Malibu,California,-121.854,36.919,Estimate,122,0,0,No Data,No Data,,
663,04-05-09,Shark,Salmon Shark,No Data,"La Piedra Beach, North Of Trancas, Orange County(?)",California,-118.89,34.04,Estimate,118,0,0,Female,No Data,,
664,23-07-09,Shark,Salmon Shark,No Data,Arch Cape,Oregon,-123.963,45.828,Estimate,100,0,0,Female,No Data,,
665,26-07-09,Shark,Salmon Shark,No Data,Pismo Beach,California,-120.643,35.141,Estimate,0,0,0,No Data,No Data,,
666,31-07-09,Shark,Salmon Shark,No Data,Yachats,Oregon,-124.1087,44.312,Estimate,0,0,0,No Data,No Data,,
667,04-08-09,Shark,Salmon Shark,No Data,Cape Kiwanda,Oregon,-123.973,45.215,Estimate,0,0,0,No Data,No Data,,
668,11-08-09,Shark,Salmon Shark,No Data,"Mouth Of Alsea, Waldport",Oregon,-124.0782,44.4206,Estimate,0,0,0,No Data,No Data,,
669,14-08-09,Shark,Salmon Shark,No Data,Garabaldi,Oregon,-123.9159,45.5549,Estimate,0,0,0,No Data,No Data,,
670,15-08-09,Shark,Salmon Shark,No Data,Arcadia State Park,Oregon,-123.951,45.844,Estimate,0,0,0,No Data,No Data,,
671,15-08-09,Shark,Salmon Shark,No Data,Winchuck River (South Of Brookings),Oregon,-124.21,42,Estimate,0,0,0,No Data,No Data,,
672,16-08-09,Shark,Salmon Shark,No Data,Seal Rock,Oregon,-124.0851,44.4967,Estimate,0,0,0,Male,No Data,,
673,16-08-09,Shark,Salmon Shark,No Data,"Sunset Beach, Seaside",Oregon,-123.945,46.104,Estimate,98,0,0,Female,No Data,,
674,17-08-09,Shark,Salmon Shark,Dead,"Collins Creek State Park, Seal Rock",Oregon,-124.083,44.48,Estimate,76,0,0,No Data,No Data,,
675,17-08-09,Shark,Salmon Shark,No Data,Otter Rock,Oregon,-124.062,44.744,Estimate,0,0,0,No Data,No Data,,
676,17-08-09,Shark,Salmon Shark,No Data,Seaside,Oregon,-123.932,45.998,Estimate,89,0,0,Male,No Data,,
677,19-08-09,Shark,Salmon Shark,No Data,Waldport,Oregon,-124.0782,44.4206,Estimate,0,0,0,No Data,No Data,,
678,23-08-09,Shark,Salmon Shark,No Data,"Sunset Beach, Seaside",Oregon,-123.945,46.104,Estimate,93,0,0,Male,No Data,,
679,23-08-09,Shark,Salmon Shark,No Data,Yachats,Oregon,-124.1087,44.312,Estimate,0,0,0,No Data,No Data,,
680,24-08-09,Shark,Salmon Shark,No Data,Driftwood Shores (Florence),Oregon,-124.1351,44.0361,Estimate,0,0,0,No Data,No Data,,
681,25-08-09,Shark,Salmon Shark,No Data,Waldport,Oregon,-124.0782,44.4206,Estimate,0,0,0,No Data,No Data,,
682,26-08-09,Shark,Salmon Shark,No Data,Sunset Beach,Oregon,-123.945,46.104,Estimate,95,0,0,Male,No Data,,
683,02-09-09,Shark,Salmon Shark,No Data,"Nye Beach, Newport",Oregon,-124.06,44.64,Estimate,100,0,0,No Data,No Data,,
684,02-09-09,Shark,Salmon Shark,No Data,"Nye Beach, Newport",Oregon,-124.0631,44.6395,Estimate,0,0,0,No Data,No Data,,
685,03-09-09,Shark,Salmon Shark,No Data,"Shilo Inn, Newport",Oregon,-124.0647,44.6324,Estimate,0,0,0,No Data,No Data,,
686,08-09-09,Shark,Salmon Shark,No Data,"North Jetty, Newport",Oregon,-124.07247,44.61528,Estimate,0,0,0,No Data,No Data,,
687,10-09-09,Shark,Salmon Shark,No Data,Delray Beach,Oregon,-123.932,46.052,Estimate,81,0,0,Female,No Data,,
688,11-09-09,Shark,Salmon Shark,No Data,"Yaquina Bay Lighthouse,Newport",Oregon,-124.0628,44.6233,Estimate,0,0,0,No Data,No Data,,
689,15-09-09,Shark,Salmon Shark,No Data,Coos County,Oregon,-124.246,43.494,Estimate,0,0,0,No Data,No Data,,
690,16-09-09,Shark,Salmon Shark,No Data,Agate Beach,Oregon,-123.9615,45.8461,Estimate,0,0,0,No Data,No Data,,
691,17-09-09,Shark,Salmon Shark,No Data,Seal Rock,Oregon,-124.0851,44.4967,Estimate,0,0,0,No Data,No Data,,
692,17-09-09,Shark,Salmon Shark,No Data,"Yaquina Head, Newport",Oregon,-124.0766,44.6749,Estimate,0,0,0,No Data,No Data,,
693,20-09-09,Shark,Salmon Shark,No Data,"Base Of The Stairs Near Stump Of Star Fish Point, Newport",Oregon,-124.061,44.67,Estimate,0,0,0,No Data,No Data,,
694,24-09-09,Shark,Salmon Shark,No Data,"94200 Hwy 101 S, Just South Of The Oregon House, Yachats",Oregon,-124.114503,44.195112,Exact,0,0,0,No Data,No Data,,
695,25-09-09,Shark,Salmon Shark,No Data,"1/2 N. Yaquina, Newport",Oregon,-124.0658,44.6226,Estimate,0,0,0,No Data,No Data,,
696,26-09-09,Shark,Salmon Shark,No Data,S Of Manzanita,Oregon,-123.9393,45.7042,Estimate,0,0,0,No Data,No Data,,
697,26-09-09,Shark,Salmon Shark,No Data,Agate Beach,Oregon,-123.9615,45.8461,Estimate,0,0,0,No Data,No Data,,
698,27-09-09,Shark,Salmon Shark,No Data,"Quail St, Seal Rock",Oregon,-124.08327,44.4831,Estimate,0,0,0,No Data,No Data,,
699,04-10-09,Shark,Salmon Shark,No Data,"South Side Of Yaquina Head, Newport",Oregon,-124.0766,44.6749,Estimate,0,0,0,No Data,No Data,,
700,12-10-09,Shark,Salmon Shark,No Data,Devil's Punchbowl,Oregon,-124.0659,44.7477,Estimate,0,0,0,No Data,No Data,,
701,19-12-09,Shark,Salmon Shark,No Data,Salishan Spit,Oregon,-124.030217,44.9093,Estimate,0,0,0,No Data,No Data,,
702,10-02-10,Shark,Salmon Shark,No Data,"Corona Del Mar, Newport (S Entrance Of Newport Harbor)",California,-117.886,33.595,Estimate,0,0,0,No Data,No Data,,
703,25-02-10,Shark,Salmon Shark,Dead,Waldport,Oregon,-124.088,44.401,Estimate,91,0,0,No Data,No Data,,
704,28-06-10,Shark,Salmon Shark,No Data,"Rincon Point, Santa Barbara (11 Miles E Of Sb)",Oregon,-119.479,34.373,Estimate,0,0,0,No Data,No Data,,
705,12-08-10,Shark,Salmon Shark,No Data,"Beachside State Park, Waldport",Oregon,-124.091,44.381,Estimate,0,0,0,No Data,No Data,,
706,13-08-10,Shark,Salmon Shark,Dead,"North Of Wax Myrtle Acces Rd, South Spit Of Siltcoos River",Oregon,-124.157,43.871,Estimate,91,0,0,No Data,No Data,,
707,15-08-10,Shark,Salmon Shark,No Data,"Washburn State Park, In Front Of Parking Area, Florence",Oregon,-124.119,44.161,Estimate,0,0,0,No Data,No Data,,
708,16-08-10,Shark,Salmon Shark,No Data,Florence,Oregon,-124.14,43.97,Estimate,0,0,0,No Data,No Data,,
709,18-08-10,Shark,Salmon Shark,No Data,Seal Rock,Oregon,-124.0851,44.4967,Estimate,76,0,0,No Data,No Data,,
710,20-08-10,Shark,Salmon Shark,No Data,Anchor Bay,California,-123.581,38.802,Estimate,94,0,0,Female,No Data,,
711,20-08-10,Shark,Salmon Shark,No Data,Rio Del Mar Beach,California,-121.892,36.959,Estimate,107,0,0,No Data,No Data,,
712,20-08-10,Shark,Salmon Shark,No Data,Manressa Beach,California,-121.854,36.919,Estimate,98,0,0,Female,No Data,,
713,22-08-10,Shark,Salmon Shark,No Data,Sunset State Beach,California,-120.04,34.46,Estimate,0,0,0,No Data,No Data,,
714,23-08-10,Shark,Salmon Shark,No Data,Pacifica,California,-122.495,37.623,Estimate,0,0,0,No Data,No Data,,
